eeg_value,state
26.0,Fatigue
30.0,Fatigue
29.0,Fatigue
32.0,Fatigue
33.0,Fatigue
33.0,Fatigue
27.0,Fatigue
30.0,Fatigue
28.0,Fatigue
26.0,Fatigue
31.0,Fatigue
29.0,Fatigue
29.0,Fatigue
31.0,Fatigue
32.0,Fatigue
32.0,Fatigue
31.0,Fatigue
31.0,Fatigue
33.0,Fatigue
32.0,Fatigue
33.0,Fatigue
34.0,Fatigue
33.0,Fatigue
32.0,Fatigue
33.0,Fatigue
35.0,Fatigue
32.0,Fatigue
34.0,Fatigue
33.0,Fatigue
33.0,Fatigue
32.0,Fatigue
33.0,Fatigue
32.0,Fatigue
32.0,Fatigue
32.0,Fatigue
33.0,Fatigue
32.0,Fatigue
33.0,Fatigue
34.0,Fatigue
33.0,Fatigue
31.0,Fatigue
33.0,Fatigue
33.0,Fatigue
33.0,Fatigue
33.0,Fatigue
33.0,Fatigue
32.0,Fatigue
32.0,Fatigue
31.0,Fatigue
32.0,Fatigue
33.0,Fatigue
33.0,Fatigue
32.0,Fatigue
33.0,Fatigue
32.0,Fatigue
34.0,Fatigue
33.0,Fatigue
33.0,Fatigue
