mean,variance,std_dev,min,max,range,difference,state
33.6,0.7999999999999999,0.8944271909999159,33.0,35.0,2.0,0.0,Panic
30.4,3.3,1.816590212458495,28.0,32.0,4.0,-1.0,Panic
47.4,0.3,0.5477225575051661,47.0,48.0,1.0,0.0,Panic
31.0,1.5,1.224744871391589,29.0,32.0,3.0,2.0,Panic
43.2,3.2,1.7888543819998317,41.0,45.0,4.0,1.0,Panic
39.0,3.5,1.8708286933869709,37.0,42.0,5.0,-2.0,Panic
43.0,3.5,1.8708286933869709,41.0,45.0,4.0,-4.0,Panic
29.6,0.3,0.5477225575051661,29.0,30.0,1.0,-1.0,Panic
45.2,0.7,0.8366600265340756,44.0,46.0,2.0,1.0,Panic
45.0,44.0,6.6332495807108,39.0,55.0,16.0,-8.0,Panic
36.0,4.0,2.0,34.0,39.0,5.0,-5.0,Panic
46.2,1.6999999999999995,1.3038404810405295,45.0,48.0,3.0,-1.0,Panic
46.2,0.7,0.8366600265340756,45.0,47.0,2.0,1.0,Panic
45.6,0.3,0.5477225575051661,45.0,46.0,1.0,0.0,Panic
31.6,0.3,0.5477225575051661,31.0,32.0,1.0,-1.0,Panic
37.4,1.2999999999999998,1.1401754250991378,36.0,39.0,3.0,-3.0,Panic
34.2,6.7,2.588435821108957,30.0,37.0,7.0,-5.0,Panic
38.8,0.2,0.4472135954999579,38.0,39.0,1.0,0.0,Panic
42.8,0.7,0.8366600265340756,42.0,44.0,2.0,1.0,Panic
37.4,1.3000000000000005,1.140175425099138,36.0,39.0,3.0,2.0,Panic
32.4,0.3,0.5477225575051661,32.0,33.0,1.0,0.0,Panic
31.4,0.3,0.5477225575051661,31.0,32.0,1.0,-1.0,Panic
44.4,1.8,1.3416407864998738,42.0,45.0,3.0,-3.0,Panic
45.6,1.7999999999999998,1.3416407864998738,44.0,47.0,3.0,0.0,Panic
48.6,0.8,0.8944271909999159,48.0,50.0,2.0,2.0,Panic
37.8,2.7,1.6431676725154982,35.0,39.0,4.0,-1.0,Panic
43.8,0.7,0.8366600265340756,43.0,45.0,2.0,-1.0,Panic
46.4,0.3,0.5477225575051661,46.0,47.0,1.0,-1.0,Panic
45.4,3.8,1.949358868961793,42.0,47.0,5.0,-1.0,Panic
44.2,0.7,0.8366600265340756,43.0,45.0,2.0,-1.0,Panic
42.8,1.7,1.3038404810405295,41.0,44.0,3.0,1.0,Panic
31.6,0.3,0.5477225575051661,31.0,32.0,1.0,-1.0,Panic
43.8,2.7,1.6431676725154982,42.0,46.0,4.0,-1.0,Panic
42.0,27.0,5.196152422706632,39.0,51.0,12.0,3.0,Panic
40.6,2.8000000000000003,1.6733200530681511,39.0,43.0,4.0,2.0,Panic
36.0,1.5,1.224744871391589,34.0,37.0,3.0,-1.0,Panic
47.2,0.7,0.8366600265340756,46.0,48.0,2.0,0.0,Panic
45.6,1.8,1.3416407864998738,44.0,47.0,3.0,-2.0,Panic
32.0,1.5,1.224744871391589,30.0,33.0,3.0,-1.0,Panic
44.8,1.7,1.3038404810405295,43.0,46.0,3.0,0.0,Panic
28.4,9.8,3.130495168499705,23.0,31.0,8.0,-1.0,Panic
45.4,4.3,2.073644135332772,42.0,47.0,5.0,0.0,Panic
35.2,2.7,1.6431676725154984,34.0,38.0,4.0,3.0,Panic
36.2,1.7,1.3038404810405295,34.0,37.0,3.0,-3.0,Panic
44.6,4.300000000000001,2.0736441353327724,42.0,47.0,5.0,2.0,Panic
46.2,1.7,1.3038404810405295,45.0,48.0,3.0,-1.0,Panic
44.4,1.3,1.140175425099138,43.0,46.0,3.0,1.0,Panic
45.2,1.1999999999999995,1.095445115010332,44.0,47.0,3.0,-1.0,Panic
32.8,0.7,0.8366600265340756,32.0,34.0,2.0,1.0,Panic
37.2,0.7,0.8366600265340756,36.0,38.0,2.0,1.0,Panic
44.4,1.2999999999999998,1.1401754250991378,43.0,46.0,3.0,1.0,Panic
38.6,1.8000000000000005,1.3416407864998738,38.0,41.0,3.0,0.0,Panic
45.6,7.300000000000001,2.701851217221259,41.0,48.0,7.0,-6.0,Panic
36.8,2.2,1.4832396974191324,35.0,39.0,4.0,1.0,Panic
44.8,1.1999999999999995,1.095445115010332,43.0,46.0,3.0,2.0,Panic
38.0,2.0,1.4142135623730951,36.0,39.0,3.0,0.0,Panic
42.0,1.0,1.0,41.0,43.0,2.0,1.0,Panic
35.6,2.8,1.6733200530681511,33.0,37.0,4.0,4.0,Panic
49.2,1.7,1.3038404810405295,48.0,51.0,3.0,-1.0,Panic
44.4,3.8,1.949358868961793,42.0,47.0,5.0,1.0,Panic
45.4,0.3,0.5477225575051661,45.0,46.0,1.0,0.0,Panic
31.8,0.7,0.8366600265340756,31.0,33.0,2.0,0.0,Panic
43.6,2.8,1.6733200530681511,41.0,45.0,4.0,-1.0,Panic
32.6,0.3,0.5477225575051661,32.0,33.0,1.0,-1.0,Panic
47.8,0.2,0.4472135954999579,47.0,48.0,1.0,-1.0,Panic
38.6,0.7999999999999999,0.8944271909999159,37.0,39.0,2.0,0.0,Panic
28.6,5.8,2.4083189157584592,26.0,32.0,6.0,-4.0,Panic
32.6,0.3,0.5477225575051661,32.0,33.0,1.0,1.0,Panic
42.8,0.7,0.8366600265340756,42.0,44.0,2.0,-1.0,Panic
45.2,3.7,1.9235384061671343,42.0,47.0,5.0,1.0,Panic
35.2,0.2,0.4472135954999579,35.0,36.0,1.0,1.0,Panic
42.0,3.0,1.7320508075688772,39.0,43.0,4.0,-1.0,Panic
45.0,2.5,1.5811388300841898,43.0,47.0,4.0,3.0,Panic
32.6,9.8,3.130495168499705,30.0,38.0,8.0,1.0,Panic
34.8,6.7,2.588435821108957,32.0,39.0,7.0,4.0,Panic
29.4,9.3,3.049590136395381,27.0,34.0,7.0,-3.0,Panic
36.6,6.300000000000001,2.5099800796022267,35.0,41.0,6.0,-1.0,Panic
37.0,2.0,1.4142135623730951,35.0,39.0,4.0,0.0,Panic
44.4,3.8,1.949358868961793,43.0,47.0,4.0,-4.0,Panic
38.6,0.3,0.5477225575051661,38.0,39.0,1.0,-1.0,Panic
43.8,2.7,1.6431676725154982,42.0,46.0,4.0,1.0,Panic
36.0,2.5,1.5811388300841898,34.0,38.0,4.0,1.0,Panic
43.6,3.3,1.816590212458495,42.0,46.0,4.0,-1.0,Panic
44.6,2.8,1.6733200530681511,42.0,46.0,4.0,4.0,Panic
34.8,0.7,0.8366600265340756,34.0,36.0,2.0,-2.0,Panic
44.6,0.8,0.8944271909999159,43.0,45.0,2.0,-2.0,Panic
45.8,2.2,1.4832396974191324,44.0,48.0,4.0,-2.0,Panic
44.2,1.6999999999999995,1.3038404810405295,42.0,45.0,3.0,0.0,Panic
43.4,2.3,1.51657508881031,42.0,45.0,3.0,-2.0,Panic
38.0,1.0,1.0,37.0,39.0,2.0,-1.0,Panic
41.4,8.3,2.8809720581775866,37.0,45.0,8.0,-8.0,Panic
44.4,1.7999999999999998,1.3416407864998738,43.0,46.0,3.0,0.0,Panic
38.8,10.7,3.2710854467592254,35.0,42.0,7.0,-1.0,Panic
45.4,2.3,1.51657508881031,44.0,48.0,4.0,0.0,Panic
45.6,3.3000000000000007,1.8165902124584952,43.0,48.0,5.0,5.0,Panic
41.8,0.2,0.4472135954999579,41.0,42.0,1.0,0.0,Panic
35.4,1.8,1.3416407864998738,34.0,37.0,3.0,0.0,Panic
44.6,2.8,1.6733200530681511,42.0,46.0,4.0,-2.0,Panic
42.4,24.8,4.979959839195493,39.0,51.0,12.0,2.0,Panic
45.0,1.5,1.224744871391589,44.0,47.0,3.0,0.0,Panic
36.0,2.0,1.4142135623730951,35.0,38.0,3.0,-3.0,Panic
43.0,2.5,1.5811388300841898,41.0,45.0,4.0,1.0,Panic
43.2,7.200000000000001,2.683281572999748,41.0,47.0,6.0,-6.0,Panic
37.4,18.8,4.33589667773576,33.0,42.0,9.0,8.0,Panic
32.4,5.8,2.4083189157584592,29.0,35.0,6.0,-1.0,Panic
39.6,5.800000000000001,2.4083189157584592,37.0,43.0,6.0,-4.0,Panic
38.6,4.3,2.073644135332772,37.0,42.0,5.0,0.0,Panic
44.4,5.300000000000001,2.302172886644268,41.0,46.0,5.0,3.0,Panic
36.4,3.8,1.949358868961793,34.0,39.0,5.0,5.0,Panic
44.0,2.0,1.4142135623730951,42.0,45.0,3.0,2.0,Panic
46.8,2.7,1.6431676725154982,44.0,48.0,4.0,0.0,Panic
38.0,0.5,0.7071067811865476,37.0,39.0,2.0,-1.0,Panic
38.4,2.8,1.6733200530681511,37.0,41.0,4.0,-4.0,Panic
38.0,3.0,1.7320508075688772,37.0,41.0,4.0,-4.0,Panic
44.4,1.8000000000000005,1.3416407864998738,43.0,46.0,3.0,-2.0,Panic
45.6,1.3,1.140175425099138,44.0,47.0,3.0,-1.0,Panic
43.4,2.3,1.51657508881031,42.0,45.0,3.0,0.0,Panic
42.0,0.5,0.7071067811865476,41.0,43.0,2.0,0.0,Panic
43.8,4.699999999999999,2.16794833886788,41.0,46.0,5.0,3.0,Panic
36.4,3.3,1.816590212458495,34.0,38.0,4.0,-3.0,Panic
36.2,4.699999999999999,2.16794833886788,33.0,38.0,5.0,1.0,Panic
45.4,2.3000000000000003,1.5165750888103102,44.0,47.0,3.0,3.0,Panic
45.0,0.5,0.7071067811865476,44.0,46.0,2.0,1.0,Panic
31.8,0.1999999999999999,0.4472135954999579,31.0,32.0,1.0,0.0,Panic
47.6,0.3,0.5477225575051661,47.0,48.0,1.0,0.0,Panic
43.8,2.7,1.6431676725154984,42.0,46.0,4.0,-1.0,Panic
42.8,6.199999999999999,2.4899799195977463,39.0,45.0,6.0,3.0,Panic
45.0,3.5,1.8708286933869709,43.0,48.0,5.0,-2.0,Panic
42.6,1.8000000000000005,1.3416407864998738,41.0,44.0,3.0,-2.0,Panic
46.0,3.5,1.8708286933869709,44.0,48.0,4.0,-3.0,Panic
31.8,0.1999999999999999,0.4472135954999579,31.0,32.0,1.0,0.0,Panic
43.6,3.3,1.816590212458495,42.0,46.0,4.0,-1.0,Panic
30.2,7.699999999999999,2.774887385102321,27.0,33.0,6.0,-5.0,Panic
44.0,2.0,1.4142135623730951,43.0,46.0,3.0,0.0,Panic
45.0,5.5,2.345207879911715,42.0,47.0,5.0,-1.0,Panic
46.2,2.2,1.4832396974191324,44.0,48.0,4.0,2.0,Panic
33.6,0.7999999999999999,0.8944271909999159,33.0,35.0,2.0,1.0,Panic
42.2,1.2,1.095445115010332,41.0,43.0,2.0,2.0,Panic
46.4,2.3,1.51657508881031,44.0,48.0,4.0,-3.0,Panic
43.8,3.2,1.7888543819998317,41.0,45.0,4.0,4.0,Panic
45.6,0.3,0.5477225575051661,45.0,46.0,1.0,0.0,Panic
45.4,4.8,2.1908902300206643,42.0,48.0,6.0,3.0,Panic
38.4,14.3,3.781534080237808,34.0,42.0,8.0,-8.0,Panic
35.2,1.6999999999999995,1.3038404810405295,34.0,37.0,3.0,1.0,Panic
42.6,2.3,1.51657508881031,41.0,45.0,4.0,4.0,Panic
37.4,0.7999999999999999,0.8944271909999159,36.0,38.0,2.0,1.0,Panic
38.0,0.0,0.0,38.0,38.0,0.0,0.0,Panic
35.0,4.5,2.1213203435596424,32.0,37.0,5.0,0.0,Panic
45.8,0.7,0.8366600265340756,45.0,47.0,2.0,-1.0,Panic
44.0,1.5,1.224744871391589,42.0,45.0,3.0,0.0,Panic
36.8,1.1999999999999995,1.095445115010332,35.0,38.0,3.0,-1.0,Panic
38.2,2.7,1.6431676725154982,37.0,41.0,4.0,4.0,Panic
35.0,0.5,0.7071067811865476,34.0,36.0,2.0,0.0,Panic
42.8,0.7,0.8366600265340756,42.0,44.0,2.0,1.0,Panic
46.4,0.3,0.5477225575051661,46.0,47.0,1.0,1.0,Panic
43.0,2.5,1.5811388300841898,41.0,45.0,4.0,-3.0,Panic
46.8,1.6999999999999995,1.3038404810405295,45.0,48.0,3.0,1.0,Panic
45.2,4.7,2.16794833886788,42.0,48.0,6.0,-1.0,Panic
35.8,4.2,2.04939015319192,34.0,38.0,4.0,1.0,Panic
33.6,7.300000000000001,2.701851217221259,31.0,38.0,7.0,4.0,Panic
44.4,3.3,1.816590212458495,42.0,47.0,5.0,-3.0,Panic
44.0,2.0,1.4142135623730951,42.0,45.0,3.0,-3.0,Panic
42.8,3.7,1.9235384061671343,41.0,46.0,5.0,-3.0,Panic
36.4,2.3000000000000003,1.5165750888103102,34.0,38.0,4.0,0.0,Panic
32.0,2.0,1.4142135623730951,30.0,34.0,4.0,0.0,Panic
35.0,5.5,2.345207879911715,33.0,38.0,5.0,1.0,Panic
45.0,3.5,1.8708286933869709,42.0,47.0,5.0,-1.0,Panic
44.2,1.6999999999999995,1.3038404810405295,43.0,46.0,3.0,1.0,Panic
38.0,0.0,0.0,38.0,38.0,0.0,0.0,Panic
45.4,0.7999999999999999,0.8944271909999159,44.0,46.0,2.0,2.0,Panic
45.2,1.6999999999999995,1.3038404810405295,43.0,46.0,3.0,1.0,Panic
38.2,1.2,1.095445115010332,37.0,39.0,2.0,2.0,Panic
38.8,3.7,1.9235384061671343,37.0,42.0,5.0,1.0,Panic
35.2,1.6999999999999995,1.3038404810405295,34.0,37.0,3.0,-2.0,Panic
45.6,0.7999999999999999,0.8944271909999159,45.0,47.0,2.0,0.0,Panic
32.0,1.0,1.0,31.0,33.0,2.0,2.0,Panic
43.8,1.6999999999999995,1.3038404810405295,42.0,45.0,3.0,3.0,Panic
46.0,5.0,2.23606797749979,42.0,47.0,5.0,-5.0,Panic
30.0,1.5,1.224744871391589,29.0,32.0,3.0,-2.0,Panic
45.8,1.2,1.095445115010332,44.0,47.0,3.0,0.0,Panic
45.6,0.7999999999999999,0.8944271909999159,44.0,46.0,2.0,0.0,Panic
38.4,9.8,3.130495168499705,35.0,43.0,8.0,4.0,Panic
28.4,1.3000000000000005,1.140175425099138,27.0,30.0,3.0,0.0,Panic
43.2,3.7,1.9235384061671343,41.0,46.0,5.0,-4.0,Panic
45.8,0.7,0.8366600265340756,45.0,47.0,2.0,2.0,Panic
44.8,1.1999999999999995,1.095445115010332,43.0,46.0,3.0,1.0,Panic
41.8,0.7,0.8366600265340756,41.0,43.0,2.0,-1.0,Panic
39.8,3.7,1.9235384061671343,37.0,42.0,5.0,-3.0,Panic
44.0,2.5,1.5811388300841898,42.0,46.0,4.0,2.0,Panic
36.2,1.6999999999999995,1.3038404810405295,35.0,38.0,3.0,-1.0,Panic
31.0,4.0,2.0,28.0,33.0,5.0,-4.0,Panic
46.0,4.0,2.0,43.0,48.0,5.0,-2.0,Panic
39.8,2.7,1.6431676725154984,38.0,42.0,4.0,3.0,Panic
34.4,3.3000000000000003,1.8165902124584952,32.0,37.0,5.0,-1.0,Panic
45.8,2.2,1.4832396974191324,44.0,48.0,4.0,2.0,Panic
46.2,4.199999999999999,2.0493901531919194,43.0,48.0,5.0,5.0,Panic
39.8,1.2,1.095445115010332,39.0,41.0,2.0,0.0,Panic
45.2,2.7,1.6431676725154982,43.0,47.0,4.0,-2.0,Panic
37.2,1.1999999999999995,1.095445115010332,36.0,39.0,3.0,0.0,Panic
50.4,49.80000000000001,7.056911505750941,47.0,63.0,16.0,-16.0,Panic
47.4,0.7999999999999999,0.8944271909999159,46.0,48.0,2.0,0.0,Panic
47.0,0.5,0.7071067811865476,46.0,48.0,2.0,0.0,Panic
45.4,2.3000000000000003,1.5165750888103102,43.0,47.0,4.0,2.0,Panic
37.2,1.6999999999999995,1.3038404810405295,35.0,38.0,3.0,0.0,Panic
43.6,3.3000000000000003,1.8165902124584952,41.0,46.0,5.0,-1.0,Panic
31.6,0.7999999999999999,0.8944271909999159,30.0,32.0,2.0,2.0,Panic
41.2,7.200000000000001,2.683281572999748,37.0,44.0,7.0,4.0,Panic
29.6,2.3,1.51657508881031,27.0,31.0,4.0,3.0,Panic
31.0,1.0,1.0,30.0,32.0,2.0,-2.0,Panic
47.4,0.8,0.8944271909999159,46.0,48.0,2.0,-2.0,Panic
45.2,1.7,1.3038404810405295,43.0,46.0,3.0,-3.0,Panic
36.6,0.7999999999999999,0.8944271909999159,35.0,37.0,2.0,0.0,Panic
36.0,3.0,1.7320508075688772,33.0,37.0,4.0,-4.0,Panic
36.2,1.6999999999999995,1.3038404810405295,34.0,37.0,3.0,-1.0,Panic
32.0,0.5,0.7071067811865476,31.0,33.0,2.0,-1.0,Panic
30.4,1.3000000000000005,1.140175425099138,29.0,32.0,3.0,0.0,Panic
30.8,5.699999999999999,2.3874672772626644,28.0,34.0,6.0,-5.0,Panic
42.0,8.0,2.8284271247461903,37.0,44.0,7.0,1.0,Panic
44.6,5.300000000000001,2.302172886644268,43.0,48.0,5.0,-3.0,Panic
43.6,1.2999999999999998,1.1401754250991378,42.0,45.0,3.0,3.0,Panic
47.0,1.0,1.0,46.0,48.0,2.0,2.0,Panic
31.2,0.7,0.8366600265340756,30.0,32.0,2.0,1.0,Panic
48.8,0.7,0.8366600265340756,48.0,50.0,2.0,0.0,Panic
46.0,4.0,2.0,43.0,48.0,5.0,-5.0,Panic
31.6,2.8,1.6733200530681511,30.0,34.0,4.0,2.0,Panic
46.6,1.2999999999999998,1.1401754250991378,45.0,48.0,3.0,1.0,Panic
28.4,2.8,1.6733200530681511,27.0,31.0,4.0,0.0,Panic
48.4,1.2999999999999998,1.1401754250991378,47.0,50.0,3.0,2.0,Panic
39.0,3.5,1.8708286933869709,37.0,42.0,5.0,-1.0,Panic
41.8,1.7,1.3038404810405295,41.0,44.0,3.0,3.0,Panic
45.0,5.0,2.23606797749979,41.0,46.0,5.0,5.0,Panic
44.8,3.2,1.7888543819998317,43.0,47.0,4.0,1.0,Panic
44.4,2.3,1.51657508881031,43.0,46.0,3.0,-3.0,Panic
29.0,6.0,2.449489742783178,26.0,32.0,6.0,5.0,Panic
44.0,2.0,1.4142135623730951,42.0,45.0,3.0,2.0,Panic
44.4,0.3,0.5477225575051661,44.0,45.0,1.0,1.0,Panic
31.2,0.7000000000000001,0.8366600265340756,30.0,32.0,2.0,-1.0,Panic
44.4,3.3,1.816590212458495,42.0,46.0,4.0,4.0,Panic
35.4,2.8000000000000003,1.6733200530681511,33.0,37.0,4.0,-2.0,Panic
38.4,2.8,1.6733200530681511,37.0,41.0,4.0,-2.0,Panic
46.4,2.3,1.51657508881031,44.0,48.0,4.0,1.0,Panic
34.8,2.2,1.4832396974191324,33.0,37.0,4.0,2.0,Panic
45.0,1.0,1.0,44.0,46.0,2.0,2.0,Panic
45.2,0.2,0.4472135954999579,45.0,46.0,1.0,-1.0,Panic
44.4,3.8,1.949358868961793,42.0,47.0,5.0,-3.0,Panic
43.6,2.8000000000000003,1.6733200530681511,41.0,45.0,4.0,-1.0,Panic
35.8,2.7,1.6431676725154982,34.0,38.0,4.0,-1.0,Panic
34.6,0.3,0.5477225575051661,34.0,35.0,1.0,0.0,Panic
43.4,2.3,1.51657508881031,42.0,45.0,3.0,1.0,Panic
45.2,0.2,0.4472135954999579,45.0,46.0,1.0,-1.0,Panic
43.2,0.2,0.4472135954999579,43.0,44.0,1.0,0.0,Panic
42.0,0.5,0.7071067811865476,41.0,43.0,2.0,0.0,Panic
32.2,2.7,1.6431676725154982,30.0,34.0,4.0,3.0,Panic
38.4,2.8,1.6733200530681511,37.0,41.0,4.0,-2.0,Panic
38.6,0.7999999999999999,0.8944271909999159,37.0,39.0,2.0,0.0,Panic
42.8,1.6999999999999995,1.3038404810405295,42.0,45.0,3.0,0.0,Panic
44.0,1.5,1.224744871391589,43.0,46.0,3.0,0.0,Panic
39.2,3.7,1.9235384061671343,37.0,42.0,5.0,1.0,Panic
43.6,2.8,1.6733200530681511,41.0,45.0,4.0,1.0,Panic
37.6,1.7999999999999998,1.3416407864998738,36.0,39.0,3.0,0.0,Panic
45.0,4.5,2.1213203435596424,42.0,48.0,6.0,3.0,Panic
45.2,2.7,1.6431676725154982,43.0,47.0,4.0,1.0,Panic
35.0,2.5,1.5811388300841898,33.0,37.0,4.0,-3.0,Panic
46.0,2.5,1.5811388300841898,44.0,48.0,4.0,2.0,Panic
43.8,1.6999999999999995,1.3038404810405295,43.0,46.0,3.0,1.0,Panic
43.8,0.7,0.8366600265340756,43.0,45.0,2.0,1.0,Panic
30.0,2.5,1.5811388300841898,28.0,32.0,4.0,2.0,Panic
43.2,1.6999999999999995,1.3038404810405295,42.0,45.0,3.0,-2.0,Panic
39.2,3.2,1.7888543819998317,37.0,42.0,5.0,0.0,Panic
32.0,6.0,2.449489742783178,29.0,35.0,6.0,-2.0,Panic
43.0,3.5,1.8708286933869709,41.0,46.0,5.0,4.0,Panic
45.6,1.3000000000000005,1.140175425099138,44.0,47.0,3.0,-2.0,Panic
32.8,0.7,0.8366600265340756,32.0,34.0,2.0,0.0,Panic
44.0,6.5,2.549509756796392,40.0,46.0,6.0,6.0,Panic
43.4,2.3000000000000003,1.5165750888103102,42.0,46.0,4.0,-1.0,Panic
45.0,3.5,1.8708286933869709,43.0,48.0,5.0,2.0,Panic
31.4,0.3,0.5477225575051661,31.0,32.0,1.0,1.0,Panic
43.8,2.7,1.6431676725154982,42.0,46.0,4.0,2.0,Panic
34.6,6.800000000000001,2.6076809620810595,32.0,39.0,7.0,0.0,Panic
45.2,4.699999999999999,2.16794833886788,42.0,48.0,6.0,-3.0,Panic
41.2,7.2,2.683281572999748,37.0,44.0,7.0,0.0,Panic
45.4,0.7999999999999999,0.8944271909999159,44.0,46.0,2.0,-1.0,Panic
45.4,0.7999999999999999,0.8944271909999159,44.0,46.0,2.0,0.0,Panic
43.4,1.2999999999999998,1.1401754250991378,42.0,45.0,3.0,-3.0,Panic
47.4,0.3,0.5477225575051661,47.0,48.0,1.0,1.0,Panic
45.2,1.6999999999999995,1.3038404810405295,44.0,47.0,3.0,-3.0,Panic
46.6,1.8000000000000005,1.3416407864998738,45.0,48.0,3.0,3.0,Panic
43.0,1.0,1.0,42.0,44.0,2.0,2.0,Panic
45.0,4.5,2.1213203435596424,43.0,48.0,5.0,5.0,Panic
45.8,2.7,1.6431676725154982,44.0,48.0,4.0,1.0,Panic
31.8,0.7,0.8366600265340756,31.0,33.0,2.0,1.0,Panic
42.8,1.7,1.3038404810405295,42.0,45.0,3.0,-1.0,Panic
45.8,5.199999999999999,2.280350850198276,42.0,48.0,6.0,6.0,Panic
44.4,5.300000000000001,2.302172886644268,42.0,47.0,5.0,0.0,Panic
43.2,1.6999999999999995,1.3038404810405295,42.0,45.0,3.0,2.0,Panic
45.4,0.3,0.5477225575051661,45.0,46.0,1.0,0.0,Panic
41.4,14.3,3.7815340802378072,38.0,46.0,8.0,-8.0,Panic
37.8,0.2,0.4472135954999579,37.0,38.0,1.0,1.0,Panic
36.4,5.300000000000001,2.302172886644268,33.0,38.0,5.0,5.0,Panic
31.8,0.1999999999999999,0.4472135954999579,31.0,32.0,1.0,0.0,Panic
43.6,4.300000000000001,2.0736441353327724,41.0,46.0,5.0,-2.0,Panic
42.6,0.8,0.8944271909999159,42.0,44.0,2.0,2.0,Panic
46.6,0.7999999999999999,0.8944271909999159,46.0,48.0,2.0,0.0,Panic
32.6,1.2999999999999998,1.1401754250991378,31.0,34.0,3.0,-1.0,Panic
43.8,1.6999999999999995,1.3038404810405295,43.0,46.0,3.0,-1.0,Panic
34.0,1.0,1.0,33.0,35.0,2.0,0.0,Panic
33.0,2.0,1.4142135623730951,32.0,35.0,3.0,-1.0,Panic
35.6,3.8,1.949358868961793,34.0,39.0,5.0,4.0,Panic
38.4,0.3,0.5477225575051661,38.0,39.0,1.0,1.0,Panic
33.4,5.300000000000001,2.302172886644268,30.0,35.0,5.0,-3.0,Panic
46.2,1.7,1.3038404810405295,45.0,48.0,3.0,2.0,Panic
35.2,1.2,1.095445115010332,34.0,37.0,3.0,2.0,Panic
36.0,5.0,2.23606797749979,33.0,39.0,6.0,4.0,Panic
35.2,1.2,1.095445115010332,34.0,37.0,3.0,0.0,Panic
38.2,6.699999999999999,2.588435821108957,35.0,42.0,7.0,-7.0,Panic
47.2,5.700000000000002,2.387467277262665,43.0,49.0,6.0,0.0,Panic
46.4,0.3,0.5477225575051661,46.0,47.0,1.0,-1.0,Panic
31.6,0.3,0.5477225575051661,31.0,32.0,1.0,-1.0,Panic
44.6,3.3,1.816590212458495,43.0,47.0,4.0,-3.0,Panic
45.2,0.7,0.8366600265340756,44.0,46.0,2.0,1.0,Panic
37.8,0.7,0.8366600265340756,37.0,39.0,2.0,-1.0,Panic
44.8,1.1999999999999995,1.095445115010332,43.0,46.0,3.0,-1.0,Panic
44.8,1.7,1.3038404810405295,43.0,46.0,3.0,1.0,Panic
43.4,0.7999999999999999,0.8944271909999159,43.0,45.0,2.0,-2.0,Panic
45.8,2.7,1.6431676725154982,43.0,47.0,4.0,1.0,Panic
44.0,2.0,1.4142135623730951,42.0,45.0,3.0,0.0,Panic
43.4,1.2999999999999998,1.1401754250991378,42.0,45.0,3.0,1.0,Panic
42.0,3.0,1.7320508075688772,39.0,43.0,4.0,0.0,Panic
32.0,2.0,1.4142135623730951,30.0,34.0,4.0,-2.0,Panic
28.2,3.2,1.7888543819998317,26.0,30.0,4.0,2.0,Panic
41.8,7.700000000000002,2.774887385102322,37.0,44.0,7.0,-1.0,Panic
42.8,0.7,0.8366600265340756,42.0,44.0,2.0,-2.0,Panic
32.4,0.3,0.5477225575051661,32.0,33.0,1.0,0.0,Panic
28.4,10.8,3.286335345030997,23.0,32.0,9.0,9.0,Panic
47.2,0.7,0.8366600265340756,46.0,48.0,2.0,-1.0,Panic
43.6,0.7999999999999999,0.8944271909999159,43.0,45.0,2.0,0.0,Panic
37.6,4.8,2.1908902300206643,35.0,41.0,6.0,-2.0,Panic
45.0,0.5,0.7071067811865476,44.0,46.0,2.0,1.0,Panic
30.0,1.0,1.0,29.0,31.0,2.0,2.0,Panic
43.8,2.7,1.6431676725154982,42.0,46.0,4.0,2.0,Panic
44.6,4.3,2.073644135332772,42.0,47.0,5.0,-1.0,Panic
37.4,2.3000000000000003,1.5165750888103102,36.0,39.0,3.0,0.0,Panic
30.6,1.3,1.140175425099138,29.0,32.0,3.0,2.0,Panic
48.0,0.5,0.7071067811865476,47.0,49.0,2.0,0.0,Panic
42.6,1.2999999999999998,1.1401754250991378,41.0,44.0,3.0,-3.0,Panic
44.4,0.3,0.5477225575051661,44.0,45.0,1.0,0.0,Panic
32.0,0.0,0.0,32.0,32.0,0.0,0.0,Panic
32.8,9.7,3.114482300479488,30.0,38.0,8.0,-3.0,Panic
30.8,2.7,1.6431676725154984,28.0,32.0,4.0,0.0,Panic
39.2,6.200000000000001,2.489979919597747,36.0,43.0,7.0,3.0,Panic
29.8,5.2,2.280350850198276,27.0,32.0,5.0,-5.0,Panic
46.0,2.5,1.5811388300841898,44.0,48.0,4.0,-2.0,Panic
37.0,2.0,1.4142135623730951,35.0,39.0,4.0,2.0,Panic
43.0,1.0,1.0,42.0,44.0,2.0,2.0,Panic
47.6,0.7999999999999999,0.8944271909999159,46.0,48.0,2.0,2.0,Panic
42.6,8.299999999999999,2.8809720581775866,39.0,46.0,7.0,-4.0,Panic
36.6,1.8000000000000005,1.3416407864998738,35.0,38.0,3.0,-2.0,Panic
31.2,5.199999999999999,2.280350850198276,28.0,34.0,6.0,-6.0,Panic
44.6,5.3,2.3021728866442674,43.0,48.0,5.0,5.0,Panic
32.0,2.0,1.4142135623730951,30.0,34.0,4.0,2.0,Panic
31.0,6.5,2.549509756796392,27.0,33.0,6.0,-2.0,Panic
44.8,4.7,2.16794833886788,42.0,47.0,5.0,4.0,Panic
42.6,4.3,2.073644135332772,39.0,44.0,5.0,0.0,Panic
47.2,0.2,0.4472135954999579,47.0,48.0,1.0,-1.0,Panic
43.0,0.5,0.7071067811865476,42.0,44.0,2.0,0.0,Panic
