delta_power,theta_power,alpha_power,beta_power,eeg_mean,eeg_std,state
0.0,0.0,0.7811329905042619,0.7290865757279454,42.32,1.782582396412575,Stress
0.0,0.0,0.0911413537613444,0.4118909108126745,42.96,1.399428454762872,Stress
0.0,0.0,0.413101492418382,1.0586439729060388,42.76,1.8607525359380808,Stress
0.0,0.0,0.8879054591948604,2.9560502953367216,42.84,1.8693314312876677,Stress
0.0,0.0,0.0164557130634072,0.2896338234630072,43.12,2.141401410291868,Stress
0.0,0.0,3.570167502553172,3.560915584060964,41.88,3.115381196579321,Stress
0.0,0.0,1.4909051040502246,3.853600589020788,40.56,3.1884792613407416,Stress
0.0,0.0,0.999984237751078,1.5668278255960604,40.48,2.385288242540092,Stress
0.0,0.0,0.0547135272599789,0.6771335688456193,43.32,1.4062716664997557,Stress
0.0,0.0,0.0124278790358007,0.1481590995131821,43.32,1.6666133324799728,Stress
0.0,0.0,0.2896350864504024,0.3553938804253638,42.96,1.731588865753069,Stress
0.0,0.0,0.166275805474314,0.3399775749446115,42.88,1.531535177526132,Stress
0.0,0.0,0.3369052930760241,0.2536917889885727,43.44,1.675231327309754,Stress
0.0,0.0,0.308213961776849,0.3150542652651116,43.68,1.76,Stress
0.0,0.0,0.0040266149474808,0.6258019835021417,43.24,1.6316862443496911,Stress
0.0,0.0,0.1332932159043808,0.0786604189105097,43.2,1.4142135623730951,Stress
0.0,0.0,0.1004045375485007,0.5161749068074355,43.56,1.2674383614203888,Stress
0.0,0.0,0.0479789578638769,0.5180890196881609,43.68,1.5929846201391902,Stress
0.0,0.0,0.4870491467462959,1.116386892907614,43.68,1.5157836257197137,Stress
0.0,0.0,0.6712869276303969,0.3023757945270588,44.24,1.7269626515938323,Stress
0.0,0.0,0.6754233500197238,0.5812556483323754,44.0,1.8973665961010275,Stress
0.0,0.0,0.5966284213203469,1.2586856900359888,44.28,1.9291448882859992,Stress
0.0,0.0,4.11483738180751,2.054070309116321,42.44,3.0864866758176683,Stress
0.0,0.0,0.4292375624137844,0.5391238613753595,40.0,2.842534080710379,Stress
0.0,0.0,0.8359378071514424,0.4097681906275136,39.08,2.910944863785641,Stress
0.0,0.0,0.7285255217174305,0.1984344645463628,37.84,1.869331431287668,Stress
0.0,0.0,1.9073168290678864,1.089028083122419,37.24,2.687452325158532,Stress
0.0,0.0,0.5304377167049578,3.41173079897215,36.32,2.2754340245324625,Stress
0.0,0.0,0.1525267990057458,0.359336965300262,36.8,2.0591260281974,Stress
0.0,0.0,0.8462750828120356,0.6575647825012366,35.44,1.6511813952440235,Stress
0.0,0.0,0.2264231272809113,0.2811293481536276,35.08,1.6228370220080637,Stress
0.0,0.0,0.6224403639529672,0.254403108396057,35.6,1.6,Stress
0.0,0.0,0.0714801916764859,0.1946227609942088,36.04,1.45547243189282,Stress
0.0,0.0,0.0952268012167653,0.0378253699692319,35.92,1.5979987484350542,Stress
0.0,0.0,0.064371010214054,1.4731796739850689,35.68,1.6666133324799728,Stress
0.0,0.0,0.0903071988001125,0.4387796661356119,35.6,1.8110770276274832,Stress
0.0,0.0,0.5399612639190053,0.5001140723962911,35.28,1.4005713120009278,Stress
0.0,0.0,0.0913752033477219,0.6393690072430342,35.16,1.736202753136857,Stress
0.0,0.0,0.1569847199009841,0.2675581994547421,35.44,1.8564482217395668,Stress
0.0,0.0,0.1946154786341549,0.3060935218456114,35.68,1.8701871564097536,Stress
0.0,0.0,2.917947574523661,0.3791742977201006,33.52,3.0609802351534388,Stress
0.0,0.0,0.327206868763731,0.2202301204178982,31.44,1.3879481258317978,Stress
0.0,0.0,0.2057343158983696,0.1228853276950818,31.2,1.3856406460551018,Stress
0.0,0.0,0.0495325842572187,1.3988671751752049,31.36,1.7408044117591157,Stress
0.0,0.0,0.0200691750713748,0.2939680877090369,31.24,1.68,Stress
0.0,0.0,0.0219723719792914,0.1991948945987288,31.64,1.2289833196589772,Stress
0.0,0.0,0.2238390541317625,0.1712370632313145,31.4,1.3564659966250536,Stress
0.0,0.0,0.4070501002457863,0.9967258288000972,30.96,1.4277254638059798,Stress
0.0,0.0,0.1971406097052477,0.1078982493985356,30.76,1.068831137270991,Stress
0.0,0.0,0.0234256652615968,0.1175905252885365,31.08,0.9765244492586962,Stress
0.0,0.0,0.0081780189777651,0.0186512886632195,31.56,0.8039900496896712,Stress
0.0,0.0,0.0079412645202868,0.0316657226833821,31.84,0.783836717690617,Stress
0.0,0.0,0.0065807885678647,0.1601179949873603,32.24,1.5041276541570532,Stress
0.0,0.0,0.2197208748045459,0.6569658593767713,31.96,2.1067510531621907,Stress
0.0,0.0,1.8916140976708395,1.6782667425351263,30.64,2.62114478806494,Stress
0.0,0.0,0.0685297906556876,0.3487606569389823,29.28,2.1264054176003224,Stress
0.0,0.0,0.1581439993746039,1.4604434380100146,30.36,2.364402672981064,Stress
0.0,0.0,0.2054283712220697,0.5087201514272055,30.64,1.9571407716360107,Stress
0.0,0.0,0.0938754843195566,0.4157379432675799,30.48,2.193080025899648,Stress
0.0,0.0,0.1379067252704862,0.914971413611426,30.16,2.072293415518179,Stress
0.0,0.0,1.262216786696024,1.5004761887400335,30.84,2.274730753298069,Stress
0.0,0.0,0.815649146406745,0.0805750645747176,31.76,1.9652989594461197,Stress
0.0,0.0,0.0821442061709375,0.1381643822081557,32.8,0.848528137423857,Stress
0.0,0.0,0.0377695454410975,0.0726596778949243,32.52,0.6997142273814361,Stress
