eeg_value,state
70.0,Distraction
61.0,Distraction
68.0,Distraction
62.0,Distraction
71.0,Distraction
63.0,Distraction
66.0,Distraction
62.0,Distraction
71.0,Distraction
63.0,Distraction
69.0,Distraction
61.0,Distraction
67.0,Distraction
60.0,Distraction
71.0,Distraction
64.0,Distraction
66.0,Distraction
62.0,Distraction
69.0,Distraction
61.0,Distraction
67.0,Distraction
64.0,Distraction
69.0,Distraction
63.0,Distraction
71.0,Distraction
64.0,Distraction
70.0,Distraction
64.0,Distraction
63.0,Distraction
61.0,Distraction
65.0,Distraction
62.0,Distraction
69.0,Distraction
64.0,Distraction
68.0,Distraction
61.0,Distraction
68.0,Distraction
63.0,Distraction
69.0,Distraction
62.0,Distraction
66.0,Distraction
64.0,Distraction
67.0,Distraction
59.0,Distraction
77.0,Distraction
63.0,Distraction
66.0,Distraction
64.0,Distraction
68.0,Distraction
64.0,Distraction
70.0,Distraction
64.0,Distraction
67.0,Distraction
62.0,Distraction
65.0,Distraction
64.0,Distraction
69.0,Distraction
60.0,Distraction
67.0,Distraction
61.0,Distraction
68.0,Distraction
60.0,Distraction
69.0,Distraction
63.0,Distraction
64.0,Distraction
60.0,Distraction
64.0,Distraction
64.0,Distraction
70.0,Distraction
65.0,Distraction
68.0,Distraction
62.0,Distraction
69.0,Distraction
64.0,Distraction
67.0,Distraction
63.0,Distraction
66.0,Distraction
62.0,Distraction
70.0,Distraction
64.0,Distraction
67.0,Distraction
64.0,Distraction
68.0,Distraction
62.0,Distraction
68.0,Distraction
63.0,Distraction
67.0,Distraction
64.0,Distraction
70.0,Distraction
64.0,Distraction
69.0,Distraction
63.0,Distraction
68.0,Distraction
64.0,Distraction
68.0,Distraction
63.0,Distraction
65.0,Distraction
62.0,Distraction
64.0,Distraction
62.0,Distraction
69.0,Distraction
64.0,Distraction
69.0,Distraction
64.0,Distraction
65.0,Distraction
64.0,Distraction
67.0,Distraction
64.0,Distraction
69.0,Distraction
64.0,Distraction
65.0,Distraction
62.0,Distraction
67.0,Distraction
64.0,Distraction
69.0,Distraction
61.0,Distraction
66.0,Distraction
64.0,Distraction
67.0,Distraction
65.0,Distraction
66.0,Distraction
61.0,Distraction
66.0,Distraction
64.0,Distraction
66.0,Distraction
64.0,Distraction
67.0,Distraction
65.0,Distraction
68.0,Distraction
63.0,Distraction
68.0,Distraction
64.0,Distraction
67.0,Distraction
64.0,Distraction
69.0,Distraction
65.0,Distraction
68.0,Distraction
64.0,Distraction
66.0,Distraction
65.0,Distraction
67.0,Distraction
62.0,Distraction
64.0,Distraction
62.0,Distraction
68.0,Distraction
60.0,Distraction
64.0,Distraction
61.0,Distraction
62.0,Distraction
64.0,Distraction
69.0,Distraction
62.0,Distraction
65.0,Distraction
57.0,Distraction
64.0,Distraction
63.0,Distraction
65.0,Distraction
59.0,Distraction
65.0,Distraction
61.0,Distraction
65.0,Distraction
62.0,Distraction
66.0,Distraction
62.0,Distraction
65.0,Distraction
63.0,Distraction
65.0,Distraction
61.0,Distraction
64.0,Distraction
64.0,Distraction
68.0,Distraction
62.0,Distraction
67.0,Distraction
64.0,Distraction
68.0,Distraction
65.0,Distraction
68.0,Distraction
64.0,Distraction
67.0,Distraction
61.0,Distraction
65.0,Distraction
61.0,Distraction
64.0,Distraction
63.0,Distraction
66.0,Distraction
60.0,Distraction
64.0,Distraction
59.0,Distraction
64.0,Distraction
61.0,Distraction
66.0,Distraction
64.0,Distraction
67.0,Distraction
61.0,Distraction
70.0,Distraction
64.0,Distraction
67.0,Distraction
64.0,Distraction
71.0,Distraction
64.0,Distraction
68.0,Distraction
65.0,Distraction
69.0,Distraction
64.0,Distraction
68.0,Distraction
64.0,Distraction
70.0,Distraction
64.0,Distraction
70.0,Distraction
64.0,Distraction
69.0,Distraction
64.0,Distraction
68.0,Distraction
64.0,Distraction
70.0,Distraction
62.0,Distraction
70.0,Distraction
64.0,Distraction
69.0,Distraction
65.0,Distraction
68.0,Distraction
65.0,Distraction
67.0,Distraction
64.0,Distraction
70.0,Distraction
64.0,Distraction
69.0,Distraction
64.0,Distraction
71.0,Distraction
65.0,Distraction
69.0,Distraction
65.0,Distraction
69.0,Distraction
65.0,Distraction
71.0,Distraction
65.0,Distraction
71.0,Distraction
64.0,Distraction
70.0,Distraction
66.0,Distraction
68.0,Distraction
64.0,Distraction
67.0,Distraction
64.0,Distraction
68.0,Distraction
64.0,Distraction
69.0,Distraction
65.0,Distraction
70.0,Distraction
64.0,Distraction
67.0,Distraction
63.0,Distraction
70.0,Distraction
64.0,Distraction
70.0,Distraction
62.0,Distraction
70.0,Distraction
66.0,Distraction
67.0,Distraction
66.0,Distraction
69.0,Distraction
64.0,Distraction
67.0,Distraction
64.0,Distraction
69.0,Distraction
65.0,Distraction
71.0,Distraction
64.0,Distraction
64.0,Distraction
65.0,Distraction
68.0,Distraction
65.0,Distraction
70.0,Distraction
64.0,Distraction
69.0,Distraction
65.0,Distraction
69.0,Distraction
64.0,Distraction
70.0,Distraction
64.0,Distraction
70.0,Distraction
64.0,Distraction
72.0,Distraction
56.0,Distraction
69.0,Distraction
64.0,Distraction
69.0,Distraction
64.0,Distraction
69.0,Distraction
67.0,Distraction
70.0,Distraction
58.0,Distraction
70.0,Distraction
64.0,Distraction
69.0,Distraction
64.0,Distraction
71.0,Distraction
64.0,Distraction
69.0,Distraction
66.0,Distraction
69.0,Distraction
66.0,Distraction
67.0,Distraction
62.0,Distraction
69.0,Distraction
64.0,Distraction
70.0,Distraction
66.0,Distraction
66.0,Distraction
64.0,Distraction
69.0,Distraction
65.0,Distraction
68.0,Distraction
61.0,Distraction
68.0,Distraction
64.0,Distraction
71.0,Distraction
64.0,Distraction
68.0,Distraction
61.0,Distraction
65.0,Distraction
63.0,Distraction
65.0,Distraction
63.0,Distraction
69.0,Distraction
61.0,Distraction
69.0,Distraction
65.0,Distraction
71.0,Distraction
64.0,Distraction
68.0,Distraction
64.0,Distraction
67.0,Distraction
65.0,Distraction
69.0,Distraction
64.0,Distraction
69.0,Distraction
64.0,Distraction
69.0,Distraction
65.0,Distraction
70.0,Distraction
64.0,Distraction
66.0,Distraction
61.0,Distraction
68.0,Distraction
64.0,Distraction
67.0,Distraction
64.0,Distraction
67.0,Distraction
65.0,Distraction
70.0,Distraction
65.0,Distraction
69.0,Distraction
64.0,Distraction
68.0,Distraction
64.0,Distraction
69.0,Distraction
64.0,Distraction
68.0,Distraction
64.0,Distraction
71.0,Distraction
65.0,Distraction
69.0,Distraction
64.0,Distraction
70.0,Distraction
65.0,Distraction
73.0,Distraction
64.0,Distraction
69.0,Distraction
64.0,Distraction
70.0,Distraction
64.0,Distraction
69.0,Distraction
64.0,Distraction
71.0,Distraction
64.0,Distraction
67.0,Distraction
64.0,Distraction
80.0,Distraction
64.0,Distraction
70.0,Distraction
64.0,Distraction
68.0,Distraction
64.0,Distraction
66.0,Distraction
64.0,Distraction
70.0,Distraction
64.0,Distraction
66.0,Distraction
64.0,Distraction
65.0,Distraction
62.0,Distraction
69.0,Distraction
64.0,Distraction
67.0,Distraction
64.0,Distraction
68.0,Distraction
62.0,Distraction
67.0,Distraction
64.0,Distraction
66.0,Distraction
60.0,Distraction
66.0,Distraction
64.0,Distraction
64.0,Distraction
62.0,Distraction
66.0,Distraction
64.0,Distraction
65.0,Distraction
63.0,Distraction
67.0,Distraction
62.0,Distraction
69.0,Distraction
64.0,Distraction
70.0,Distraction
64.0,Distraction
62.0,Distraction
64.0,Distraction
66.0,Distraction
65.0,Distraction
65.0,Distraction
63.0,Distraction
67.0,Distraction
64.0,Distraction
67.0,Distraction
64.0,Distraction
69.0,Distraction
64.0,Distraction
70.0,Distraction
64.0,Distraction
71.0,Distraction
64.0,Distraction
69.0,Distraction
63.0,Distraction
69.0,Distraction
64.0,Distraction
67.0,Distraction
63.0,Distraction
69.0,Distraction
66.0,Distraction
70.0,Distraction
66.0,Distraction
69.0,Distraction
64.0,Distraction
592.0,Distraction
63.0,Distraction
48.0,Distraction
47.0,Distraction
47.0,Distraction
47.0,Distraction
47.0,Distraction
47.0,Distraction
42.0,Distraction
46.0,Distraction
46.0,Distraction
46.0,Distraction
45.0,Distraction
46.0,Distraction
48.0,Distraction
45.0,Distraction
47.0,Distraction
44.0,Distraction
47.0,Distraction
46.0,Distraction
43.0,Distraction
43.0,Distraction
43.0,Distraction
46.0,Distraction
47.0,Distraction
46.0,Distraction
44.0,Distraction
46.0,Distraction
45.0,Distraction
48.0,Distraction
47.0,Distraction
43.0,Distraction
43.0,Distraction
46.0,Distraction
44.0,Distraction
43.0,Distraction
46.0,Distraction
44.0,Distraction
45.0,Distraction
46.0,Distraction
42.0,Distraction
45.0,Distraction
43.0,Distraction
45.0,Distraction
43.0,Distraction
45.0,Distraction
45.0,Distraction
46.0,Distraction
45.0,Distraction
46.0,Distraction
45.0,Distraction
45.0,Distraction
45.0,Distraction
48.0,Distraction
